xCor,zCor,zPrime,ignore1,ignore2
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
0.00000e+00,3.11079e-05,5.15483e-08,3.95891e-04,-9.91448e-05
