First,Second,Third,Fourth
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
0.00000e+00,5.99275e-06,-3.25240e-07,-7.99310e-02,-1.92507e-05
